Q4,Q5,Q7,Q8,Q10,Q11,Q12,Q13,Q14,Q16,Q17,Q18,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30_2,Q31_2,Q77,Q63,Q64,Q65,Q66,Q67,Q68,Q75,Q69,Q70,Q71,Q72,Q73,Q43,Q44,Q45,Q46,Q86,Q93_2,Q90_2,experiment,version,payprompt,gc,outparty,pid
Male,African American,"$90,000 – 99,999",Masters Degree,Democrat,NA,NA,Strong Democrat,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,3,2,2,NA,NA
Male,African American,"$60,000 – 69,999",4-year College Degree,Democrat,NA,NA,Not a strong Democrat,68,No,No,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,81,29,1 - Not at all,4,3,3,1- Very unlike me,2,4,3,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,Iowa,Strongly oppose,Unjustified,Yes,NA,,,1,1,1,1,Republican,Democrat
Female,Asian,"$90,000 – 99,999",4-year College Degree,Independent,Neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,2,1,2,NA,NA
Male,Other (please specify),"$70,000 – 79,999",Some College,Democrat,NA,NA,Strong Democrat,67,No,No,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,75,26,1 - Not at all,1- Very unlike me,2,3,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,NA,NA,NA,NA,Oregon,60,40,2,2,1,1,Republican,Democrat
Male,African American,"$60,000 – 69,999",Masters Degree,Republican,NA,Not a strong Republican,NA,66,No,No,Yes,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,76,77,2,4,2,2,1- Very unlike me,2,3,1- Very unlike me,1- Very unlike me,2,1- Very unlike me,1- Very unlike me,1- Very unlike me,NA,NA,NA,NA,Oregon,50,35,2,1,1,1,Democrat,Republican
Female,White/Caucasian,"$50,000 – 59,999",High School / GED,Democrat,NA,NA,Strong Democrat,69,No,Yes,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,84,11,1 - Not at all,1- Very unlike me,3,3,1- Very unlike me,3,2,1- Very unlike me,1- Very unlike me,2,3,4,3,NA,NA,NA,NA,Oregon,75,50,2,2,2,1,Republican,Democrat
Female,African American,"$50,000 – 59,999",Some College,Democrat,NA,NA,Not a strong Democrat,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,1,2,2,NA,NA
Female,African American,"Less than $30,000",Some College,Democrat,NA,NA,Strong Democrat,73,No,No,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,62,76,1 - Not at all,1- Very unlike me,3,4,1- Very unlike me,1- Very unlike me,3,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,3,1- Very unlike me,NA,NA,NA,NA,Texas,0,30,2,1,1,1,Republican,Democrat
Female,African American,"Less than $30,000",High School / GED,Democrat,NA,NA,Strong Democrat,68,No,No,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,99,0,1 - Not at all,5- Very like me,3,4,1- Very unlike me,1- Very unlike me,5- Very like me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,NA,NA,NA,NA,Washington,80,50,2,1,1,1,Republican,Democrat
Female,Native American,"$40,000 – 49,999",2-year College Degree,Republican,NA,Not a strong Republican,NA,59,No,No,Yes,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,30,55,1 - Not at all,5- Very like me,3,1- Very unlike me,2,4,1- Very unlike me,1- Very unlike me,1- Very unlike me,4,2,1- Very unlike me,1- Very unlike me,NA,NA,NA,NA,Texas,60,60,2,3,1,1,Democrat,Republican
Male,Other (please specify),"$40,000 – 49,999",4-year College Degree,Democrat,NA,NA,Strong Democrat,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,1,1,2,NA,NA
Female,African American,"$60,000 – 69,999",Some College,Democrat,NA,NA,Strong Democrat,43,Yes,Yes,Yes,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,85,93,5 - A great deal,5- Very like me,5- Very like me,5- Very like me,5- Very like me,5- Very like me,5- Very like me,5- Very like me,5- Very like me,5- Very like me,5- Very like me,5- Very like me,5- Very like me,Oregon,Strongly support,Justified,Yes,NA,,,1,1,2,1,Republican,Democrat
Female,Other (please specify),"Less than $30,000",2-year College Degree,Democrat,NA,NA,Not a strong Democrat,68,No,No,No,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,51,47,1 - Not at all,3,3,3,1- Very unlike me,1- Very unlike me,3,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,Iowa,Oppose,Unjustified,Yes,NA,,,1,3,2,1,Republican,Democrat
Female,Asian,"Less than $30,000",Some College,Democrat,NA,NA,Not a strong Democrat,18,No,No,No,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,85,13,1 - Not at all,5- Very like me,2,5- Very like me,1- Very unlike me,1- Very unlike me,1- Very unlike me,5- Very like me,1- Very unlike me,3,4,5- Very like me,5- Very like me,Iowa,Strongly oppose,Unjustified,Yes,NA,,,1,2,2,1,Republican,Democrat
Male,Native American,"$100,000 or more",Doctoral Degree,Republican,NA,Strong Republican,NA,65,No,Yes,Yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,49,51,1 - Not at all,1- Very unlike me,3,3,2,2,2,2,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,Iowa,Strongly oppose,Unjustified,Yes,NA,,,1,2,2,1,Democrat,Republican
Female,African American,"$60,000 – 69,999",Some College,Democrat,NA,NA,Strong Democrat,70,No,No,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,95,0,1 - Not at all,3,2,3,1- Very unlike me,1- Very unlike me,3,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,Iowa,Strongly oppose,Unjustified,Yes,NA,,,1,3,2,1,Republican,Democrat
Male,Other (please specify),"Less than $30,000",High School / GED,Democrat,NA,NA,Strong Democrat,68,No,No,Yes,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,95,3,1 - Not at all,1- Very unlike me,2,2,1- Very unlike me,1- Very unlike me,2,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,3,1- Very unlike me,NA,NA,NA,NA,Oregon,25,50,2,3,1,1,Republican,Democrat
Male,White/Caucasian,"$50,000 – 59,999",4-year College Degree,Democrat,NA,NA,Not a strong Democrat,37,No,No,Yes,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,15,51,1 - Not at all,1- Very unlike me,3,1- Very unlike me,1- Very unlike me,3,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,2,1- Very unlike me,Iowa,Strongly oppose,Unjustified,Yes,NA,,,1,2,1,1,Republican,Democrat
Male,Pacific Islander,"$100,000 or more",Masters Degree,Republican,NA,Strong Republican,NA,79,No,Yes,No,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,50,60,1 - Not at all,5- Very like me,3,2,5- Very like me,3,3,3,4,4,3,2,3,Iowa,Strongly oppose,Unjustified,Yes,NA,,,1,3,1,1,Democrat,Republican
Male,Asian,"$100,000 or more",Some College,Republican,NA,Not a strong Republican,NA,70,No,No,Yes,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,20,81,1 - Not at all,2,2,2,2,2,2,2,1- Very unlike me,2,2,2,2,Iowa,Strongly oppose,Unjustified,Yes,NA,,,1,1,2,1,Democrat,Republican
Male,White/Caucasian,"$90,000 – 99,999",4-year College Degree,Republican,NA,Strong Republican,NA,73,No,No,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,100,3,3,4,2,1- Very unlike me,3,2,3,1- Very unlike me,1- Very unlike me,2,1- Very unlike me,1- Very unlike me,Iowa,Strongly oppose,Unjustified,Yes,NA,,,1,3,1,1,Democrat,Republican
Male,Native American,"$60,000 – 69,999",4-year College Degree,Republican,NA,Not a strong Republican,NA,67,No,No,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,51,71,1 - Not at all,3,2,4,3,1- Very unlike me,3,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,3,1- Very unlike me,Iowa,Strongly oppose,Unjustified,Yes,NA,,,1,1,1,1,Democrat,Republican
Male,Asian,"$100,000 or more",2-year College Degree,Democrat,NA,NA,Not a strong Democrat,66,No,No,Yes,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,21,20,1 - Not at all,3,1- Very unlike me,3,1- Very unlike me,1- Very unlike me,3,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,2,1- Very unlike me,NA,NA,NA,NA,California,20,40,2,3,1,1,Republican,Democrat
Male,African American,"$40,000 – 49,999",2-year College Degree,Democrat,NA,NA,Strong Democrat,67,No,Yes,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,82,30,1 - Not at all,3,2,2,3,1- Very unlike me,3,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,2,1- Very unlike me,NA,NA,NA,NA,Washington,45,20,2,3,2,1,Republican,Democrat
Male,Pacific Islander,"Less than $30,000",High School / GED,Independent,Neither,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,1,2,2,NA,NA
Male,African American,"$30,000 – 39,999",Some College,Democrat,NA,NA,Strong Democrat,79,No,No,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,81,12,1 - Not at all,4,3,3,3,1- Very unlike me,3,3,2,2,2,2,1- Very unlike me,NA,NA,NA,NA,Alaska,70,50,2,1,2,1,Republican,Democrat
Male,White/Caucasian,"$30,000 – 39,999",Masters Degree,Independent,Republican Party,NA,NA,72,No,No,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,29,60,2,3,3,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,2,1- Very unlike me,NA,NA,NA,NA,Oregon,30,60,2,2,1,1,Democrat,Republican
Female,White/Caucasian,"$80,000 – 89,999",4-year College Degree,Republican,NA,Not a strong Republican,NA,42,No,No,Yes,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,64,33,1 - Not at all,4,3,2,1- Very unlike me,2,2,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,Iowa,Strongly oppose,Unjustified,Yes,NA,,,1,3,1,1,Democrat,Republican
Female,African American,"$80,000 – 89,999",Masters Degree,Democrat,NA,NA,Not a strong Democrat,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,1,1,2,NA,NA
Female,Other (please specify),"$80,000 – 89,999",4-year College Degree,Democrat,NA,NA,Strong Democrat,72,No,No,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,95,34,1 - Not at all,1- Very unlike me,2,1- Very unlike me,1- Very unlike me,3,3,2,1- Very unlike me,3,1- Very unlike me,1- Very unlike me,1- Very unlike me,NA,NA,NA,NA,California,35,60,2,2,2,1,Republican,Democrat
Male,African American,"$100,000 or more",Masters Degree,Democrat,NA,NA,Strong Democrat,69,No,No,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,89,11,2,4,4,3,3,2,4,2,2,1- Very unlike me,2,3,1- Very unlike me,NA,NA,NA,NA,Alaska,35,50,2,1,1,1,Republican,Democrat
Female,White/Caucasian,"Less than $30,000",4-year College Degree,Democrat,NA,NA,Strong Democrat,64,No,No,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,99,0,1 - Not at all,1- Very unlike me,3,3,5- Very like me,4,1- Very unlike me,3,1- Very unlike me,4,4,3,3,NA,NA,NA,NA,Oregon,70,40,2,2,1,1,Republican,Democrat
Female,African American,"$70,000 – 79,999",2-year College Degree,Democrat,NA,NA,Not a strong Democrat,79,No,No,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,62,21,1 - Not at all,3,3,2,1- Very unlike me,3,4,3,1- Very unlike me,2,1- Very unlike me,2,1- Very unlike me,Iowa,Strongly oppose,Unjustified,Yes,NA,,,1,2,2,1,Republican,Democrat
Female,White/Caucasian,"Less than $30,000",2-year College Degree,Democrat,NA,NA,Strong Democrat,62,No,No,Yes,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,90,0,1 - Not at all,2,3,3,3,3,2,2,2,3,1- Very unlike me,3,1- Very unlike me,NA,NA,NA,NA,California,20,50,2,1,2,1,Republican,Democrat
Female,White/Caucasian,"$60,000 – 69,999",4-year College Degree,Republican,NA,Strong Republican,NA,63,No,Yes,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,0,100,1 - Not at all,1- Very unlike me,2,3,1- Very unlike me,1- Very unlike me,3,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,2,1- Very unlike me,South Carolina,Strongly oppose,Unjustified,Yes,NA,,,1,1,1,1,Democrat,Republican
Female,Native American,"Less than $30,000",Masters Degree,Republican,NA,Strong Republican,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,3,2,2,NA,NA
Male,White/Caucasian,"$30,000 – 39,999",2-year College Degree,Democrat,NA,NA,Not a strong Democrat,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,3,2,2,NA,NA
Male,African American,"$100,000 or more",Masters Degree,Democrat,NA,NA,Not a strong Democrat,70,No,No,Yes,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,60,29,1 - Not at all,3,2,2,2,1- Very unlike me,2,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,Iowa,Strongly oppose,Unjustified,Yes,NA,,,1,1,2,1,Republican,Democrat
Female,African American,"$30,000 – 39,999",Some College,Democrat,NA,NA,Strong Democrat,59,No,No,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,84,17,1 - Not at all,1- Very unlike me,1- Very unlike me,3,1- Very unlike me,1- Very unlike me,3,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,2,1- Very unlike me,Iowa,Strongly oppose,Unjustified,Yes,NA,,,1,3,1,1,Republican,Democrat
Male,White/Caucasian,"$70,000 – 79,999",4-year College Degree,Democrat,NA,NA,Strong Democrat,72,No,No,Yes,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,100,2,3,4,4,3,1- Very unlike me,5- Very like me,3,1- Very unlike me,1- Very unlike me,5- Very like me,1- Very unlike me,4,3,Iowa,Strongly oppose,Unjustified,Yes,NA,,,1,1,2,1,Republican,Democrat
Male,White/Caucasian,"$100,000 or more",Doctoral Degree,Republican,NA,Strong Republican,NA,55,No,No,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,100,1 - Not at all,1- Very unlike me,3,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,Iowa,Strongly oppose,Unjustified,Yes,NA,,,1,1,2,1,Democrat,Republican
Female,White/Caucasian,"$70,000 – 79,999",Some College,Republican,NA,Strong Republican,NA,65,No,No,Yes,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,100,100,1 - Not at all,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,Maine,Neither support nor oppose,Unjustified,Yes,NA,,,1,2,1,1,Democrat,Republican
Male,Asian,"$70,000 – 79,999",Some College,Democrat,NA,NA,Strong Democrat,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,2,1,2,NA,NA
Male,African American,"$70,000 – 79,999",Masters Degree,Democrat,NA,NA,Strong Democrat,67,No,No,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,81,49,1 - Not at all,3,2,1- Very unlike me,1- Very unlike me,2,2,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,NA,NA,NA,NA,Oregon,75,50,2,3,1,1,Republican,Democrat
Female,African American,"Less than $30,000",2-year College Degree,Democrat,NA,NA,Strong Democrat,69,No,No,No,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,100,50,1 - Not at all,4,3,1- Very unlike me,5- Very like me,1- Very unlike me,3,1- Very unlike me,3,1- Very unlike me,2,1- Very unlike me,1- Very unlike me,NA,NA,NA,NA,Florida,90,40,2,3,1,1,Republican,Democrat
Female,White/Caucasian,"Less than $30,000",High School / GED,Democrat,NA,NA,Strong Democrat,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,2,2,2,NA,NA
Female,African American,"$50,000 – 59,999",Masters Degree,Democrat,NA,NA,Strong Democrat,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,1,1,2,NA,NA
Male,Asian,"$70,000 – 79,999",4-year College Degree,Republican,NA,Strong Republican,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,1,2,2,NA,NA
Female,African American,"$30,000 – 39,999",2-year College Degree,Democrat,NA,NA,Strong Democrat,67,No,Yes,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,62,0,1 - Not at all,1- Very unlike me,2,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,3,1- Very unlike me,Iowa,Strongly oppose,Unjustified,Yes,NA,,,1,3,1,1,Republican,Democrat
Male,White/Caucasian,"$70,000 – 79,999",Doctoral Degree,Republican,NA,Strong Republican,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,3,2,2,NA,NA
Female,African American,"Less than $30,000",Some College,Democrat,NA,NA,Strong Democrat,70,No,No,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,94,1,1 - Not at all,1- Very unlike me,3,2,1- Very unlike me,1- Very unlike me,3,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,Iowa,Strongly oppose,Unjustified,Yes,NA,,,1,1,2,1,Republican,Democrat
Female,African American,"Less than $30,000",4-year College Degree,Democrat,NA,NA,Strong Democrat,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,3,2,2,NA,NA
Female,African American,"$100,000 or more",Masters Degree,Democrat,NA,NA,Not a strong Democrat,57,No,No,No,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,95,10,1 - Not at all,2,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,2,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,2,NA,NA,NA,NA,California,0,20,2,3,1,1,Republican,Democrat
Male,Other (please specify),"$60,000 – 69,999",4-year College Degree,Democrat,NA,NA,Strong Democrat,62,No,Yes,Yes,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,88,1,1 - Not at all,1- Very unlike me,1- Very unlike me,2,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,Iowa,Strongly oppose,Unjustified,Yes,NA,,,1,1,1,1,Republican,Democrat
Female,African American,"Less than $30,000",4-year College Degree,Democrat,NA,NA,Strong Democrat,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,1,2,2,NA,NA
Female,African American,"$60,000 – 69,999",Some College,Democrat,NA,NA,Strong Democrat,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,1,1,2,NA,NA
Male,Other (please specify),"$100,000 or more",4-year College Degree,Democrat,NA,NA,Not a strong Democrat,67,No,No,Yes,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,11,23,5 - A great deal,5- Very like me,3,1- Very unlike me,3,1- Very unlike me,2,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,NA,NA,NA,NA,Oregon,10,40,2,3,1,1,Republican,Democrat
Female,African American,"$40,000 – 49,999",Some College,Democrat,NA,NA,Strong Democrat,73,No,No,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,80,0,1 - Not at all,1- Very unlike me,1- Very unlike me,3,3,1- Very unlike me,2,1- Very unlike me,4,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,NA,NA,NA,NA,Oregon,90,30,2,2,2,1,Republican,Democrat
Male,Native American,"$90,000 – 99,999",4-year College Degree,Democrat,NA,NA,Strong Democrat,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,3,1,2,NA,NA
Male,Asian,"$30,000 – 39,999",Some College,Republican,NA,Not a strong Republican,NA,64,No,No,No,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,62,48,3,3,3,3,3,4,3,3,3,3,3,3,3,Michigan,Neither support nor oppose,Unjustified,Yes,NA,,,1,3,1,4,Democrat,Republican
Female,White/Caucasian,"Less than $30,000",High School / GED,Republican,NA,Not a strong Republican,NA,68,No,No,No,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,53,88,1 - Not at all,2,2,1- Very unlike me,3,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,NA,NA,NA,NA,Oregon,40,50,2,1,1,1,Democrat,Republican
Female,African American,"$80,000 – 89,999",4-year College Degree,Democrat,NA,NA,Strong Democrat,61,No,No,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,90,40,1 - Not at all,1- Very unlike me,3,3,1- Very unlike me,1- Very unlike me,3,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,Iowa,Oppose,Unjustified,Yes,NA,,,1,3,2,1,Republican,Democrat
Female,African American,"$40,000 – 49,999",Masters Degree,Democrat,NA,NA,Strong Democrat,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,2,1,2,NA,NA
Male,African American,"$100,000 or more",Some College,Independent,Republican Party,NA,NA,66,No,Yes,Yes,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,20,45,1 - Not at all,1- Very unlike me,3,3,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,Iowa,Strongly oppose,Unjustified,Yes,NA,,,1,2,1,1,Democrat,Republican
Female,Native American,"$80,000 – 89,999",2-year College Degree,Republican,NA,Not a strong Republican,NA,73,No,No,Yes,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,70,40,1 - Not at all,1- Very unlike me,2,1- Very unlike me,1- Very unlike me,2,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,1- Very unlike me,NA,NA,NA,NA,Oregon,70,70,2,1,1,1,Democrat,Republican
