Q4	Q5	Q7	Q8	Q10	Q11	Q12	Q13	Q14	Q16	Q17	Q18	Q20	Q21	Q22	Q23	Q24	Q25	Q26	Q27	Q28	Q29	Q30_2	Q31_2	Q32	Q33	Q34	Q35	Q36	Q77	Q63	Q64	Q65	Q66	Q67	Q68	Q75	Q69	Q70	Q71	Q72	Q73	Q43	Q44	Q45	Q46	Q49	Q50	Q51	Q52	Q82	Q53	Q76	experiment	version	partisantreatment	gc	outparty	pid	item.crime
"Male"	"White/Caucasian"	"50,000 – 59,999"	"High School / GED"	"Democrat"	"NA"	"NA"	"Strong Democrat"	"23"	"Yes"	"No"	"No"	"TRUE"	"FALSE"	"TRUE"	"TRUE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"TRUE"	80	75	"Somewhat agree"	"Strongly agree"	"Strongly disagree"	"No"	"Yes"	"4"	"5- Very like me"	"4"	"4"	"4"	"4"	"5- Very like me"	"5- Very like me"	"5- Very like me"	"5- Very like me"	"4"	"4"	"5- Very like me"	"NA"	"NA"	"NA"	"NA"	"Washington"	"Strongly support"	"Justified"	"Yes"	"NA"	"NA"	"NA"	1	2	2	1	"Republican"	"Democrat"	"NA"
"Female"	"Native American"	"70,000 – 79,999"	"2-year College Degree"	"Democrat"	"NA"	"NA"	"Strong Democrat"	"24"	"No"	"No"	"Yes"	"FALSE"	"TRUE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"TRUE"	78	73	"Strongly agree"	"Somewhat agree"	"Neither agree nor disagree"	"No"	"Yes"	"4"	"3"	"4"	"2"	"3"	"4"	"4"	"5- Very like me"	"3"	"3"	"5- Very like me"	"3"	"2"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"4 - 30 days in jail"	"Strongly support"	2	2	2	1	"Republican"	"Democrat"	"arson"
"Female"	"White/Caucasian"	"50,000 – 59,999"	"2-year College Degree"	"Republican"	"NA"	"Strong Republican"	"NA"	"67"	"No"	"No"	"Yes"	"FALSE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"TRUE"	"TRUE"	17	88	"Neither agree nor disagree"	"Neither agree nor disagree"	"Strongly disagree"	"No"	"No"	"1 - Not at all"	"2"	"3"	"3"	"1- Very unlike me"	"2"	"3"	"4"	"1- Very unlike me"	"2"	"3"	"3"	"3"	"NA"	"NA"	"NA"	"NA"	"Oregon"	"Strongly oppose"	"Unjustified"	"Yes"	"NA"	"NA"	"NA"	1	1	2	1	"Democrat"	"Republican"	"NA"
"Female"	"White/Caucasian"	"Less than 30,000"	"Some College"	"Independent"	"Republican Party"	"NA"	"NA"	"27"	"No"	"No"	"No"	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	53	61	"Neither agree nor disagree"	"Strongly disagree"	"Strongly disagree"	"No"	"No"	"1 - Not at all"	"2"	"3"	"5- Very like me"	"4"	"3"	"4"	"3"	"1- Very unlike me"	"2"	"3"	"4"	"2"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"6 - 10 years in prison"	"Oppose"	2	2	1	1	"Democrat"	"Republican"	"assault with a deadly weapon"
"Female"	"White/Caucasian"	"50,000 – 59,999"	"Some College"	"Democrat"	"NA"	"NA"	"Not a strong Democrat"	"55"	"No"	"No"	"Yes"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"TRUE"	"TRUE"	"FALSE"	"TRUE"	"TRUE"	89	32	"Neither agree nor disagree"	"Somewhat disagree"	"Strongly agree"	"No"	"No"	"1 - Not at all"	"4"	"2"	"3"	"5- Very like me"	"3"	"3"	"2"	"2"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"7 months to 1 year in jail"	"Oppose"	2	2	2	1	"Republican"	"Democrat"	"assault with a deadly weapon"
"Female"	"White/Caucasian"	"60,000 – 69,999"	"High School / GED"	"Democrat"	"NA"	"NA"	"Strong Democrat"	"66"	"No"	"No"	"Yes"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	98	7	"Somewhat agree"	"Somewhat disagree"	"Somewhat disagree"	"No"	"No"	"1 - Not at all"	"1- Very unlike me"	"2"	"2"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"2"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"2"	"1- Very unlike me"	"Florida"	"Strongly oppose"	"Unjustified"	"Yes"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	1	2	1	1	"Republican"	"Democrat"	"NA"
"Female"	"White/Caucasian"	"70,000 – 79,999"	"High School / GED"	"Independent"	"Democratic Party"	"NA"	"NA"	"25"	"No"	"No"	"No"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"TRUE"	62	0	"Strongly disagree"	"Strongly disagree"	"Strongly disagree"	"No"	"No"	"1 - Not at all"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"2"	"1- Very unlike me"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"Community service"	"Strongly support"	2	1	2	1	"Republican"	"Democrat"	"protesting without a permit"
"Female"	"Pacific Islander"	"90,000 – 99,999"	"High School / GED"	"Democrat"	"NA"	"NA"	"Not a strong Democrat"	"32"	"No"	"No"	"No"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"TRUE"	"FALSE"	70	70	"Neither agree nor disagree"	"Somewhat agree"	"Neither agree nor disagree"	"No"	"Yes"	"3"	"3"	"3"	"2"	"4"	"2"	"3"	"4"	"4"	"2"	"3"	"3"	"2"	"Nevada"	"Neither support nor oppose"	"Justified"	"Yes"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	1	1	1	1	"Republican"	"Democrat"	"NA"
"Female"	"White/Caucasian"	"90,000 – 99,999"	"4-year College Degree"	"Democrat"	"NA"	"NA"	"Not a strong Democrat"	"42"	"No"	"No"	"Yes"	"FALSE"	"FALSE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	100	2	"Strongly agree"	"Strongly disagree"	"Somewhat agree"	"No"	"No"	"1 - Not at all"	"1- Very unlike me"	"1- Very unlike me"	"3"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"2 - 5 years in prison"	"Strongly oppose"	2	2	2	1	"Republican"	"Democrat"	"arson"
"Male"	"White/Caucasian"	"50,000 – 59,999"	"Some College"	"Democrat"	"NA"	"NA"	"Not a strong Democrat"	"55"	"No"	"No"	"Yes"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"TRUE"	"TRUE"	"FALSE"	"TRUE"	"TRUE"	22	91	"Neither agree nor disagree"	"Strongly disagree"	"Somewhat agree"	"No"	"No"	"1 - Not at all"	"5- Very like me"	"1- Very unlike me"	"1- Very unlike me"	"4"	"2"	"2"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"Alabama"	"Oppose"	"Unjustified"	"Yes"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	1	1	1	1	"Republican"	"Democrat"	"NA"
"Female"	"White/Caucasian"	"Less than 30,000"	"4-year College Degree"	"Republican"	"NA"	"Strong Republican"	"NA"	"67"	"No"	"No"	"No"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"FALSE"	"TRUE"	"TRUE"	40	80	"Somewhat disagree"	"Strongly disagree"	"Strongly disagree"	"No"	"No"	"1 - Not at all"	"1- Very unlike me"	"3"	"4"	"1- Very unlike me"	"4"	"3"	"1- Very unlike me"	"2"	"3"	"3"	"4"	"3"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"2 - 5 years in prison"	"Oppose"	2	2	2	1	"Democrat"	"Republican"	"arson"
"Female"	"White/Caucasian"	"30,000 – 39,999"	"Some College"	"Democrat"	"NA"	"NA"	"Strong Democrat"	"53"	"NA"	"NA"	"NA"	"FALSE"	"FALSE"	"TRUE"	"TRUE"	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"TRUE"	"TRUE"	100	15	"Neither agree nor disagree"	"Neither agree nor disagree"	"Neither agree nor disagree"	"No"	"No"	"1 - Not at all"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"Community service"	"NA"	2	2	2	1	"Republican"	"Democrat"	"assault"
"Female"	"White/Caucasian"	"Less than 30,000"	"High School / GED"	"Independent"	"Neither"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"			"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	1	2	1	2	"NA"	"NA"	"NA"
"Female"	"White/Caucasian"	"60,000 – 69,999"	"High School / GED"	"Democrat"	"NA"	"NA"	"Strong Democrat"	"66"	"No"	"No"	"Yes"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	96	9	"Somewhat agree"	"Strongly disagree"	"Somewhat disagree"	"No"	"No"	"1 - Not at all"	"1- Very unlike me"	"2"	"2"	"1- Very unlike me"	"1- Very unlike me"	"2"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"2"	"1- Very unlike me"	"NA"	"NA"	"NA"	"NA"	"Oregon"	"Strongly oppose"	"Unjustified"	"Yes"	"NA"	"NA"	"NA"	1	1	2	1	"Republican"	"Democrat"	"NA"
"Female"	"Other"	"Less than 30,000"	"High School / GED"	"Democrat"	"NA"	"NA"	"Strong Democrat"	"35"	"NA"	"NA"	"NA"	"FALSE"	"FALSE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"FALSE"	"TRUE"	"TRUE"	"TRUE"	0	8	"Neither agree nor disagree"	"Strongly agree"	"Neither agree nor disagree"	"No"	"No"	"1 - Not at all"	"1- Very unlike me"	"5- Very like me"	"1- Very unlike me"	"1- Very unlike me"	"3"	"5- Very like me"	"1- Very unlike me"	"1- Very unlike me"	"3"	"1- Very unlike me"	"5- Very like me"	"1- Very unlike me"	"NA"	"NA"	"NA"	"NA"	"Oregon"	"Strongly oppose"	"Unjustified"	"Yes"	"NA"	"NA"	"NA"	1	1	2	1	"Republican"	"Democrat"	"NA"
"Female"	"White/Caucasian"	"30,000 – 39,999"	"High School / GED"	"Republican"	"NA"	"Strong Republican"	"NA"	"32"	"NA"	"NA"	"NA"	"TRUE"	"FALSE"	"TRUE"	"TRUE"	"TRUE"	"FALSE"	"TRUE"	"TRUE"	"FALSE"	"TRUE"	50	100	"Strongly agree"	"Strongly agree"	"Somewhat disagree"	"No"	"Yes"	"4"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"5- Very like me"	"4"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"4"	"3"	"Florida"	"Support"	"Justified"	"Yes"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	1	1	1	1	"Democrat"	"Republican"	"NA"
"Female"	"African American"	"Less than 30,000"	"Some College"	"Democrat"	"NA"	"NA"	"Strong Democrat"	"41"	"NA"	"NA"	"NA"	"FALSE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"FALSE"	"TRUE"	9	91	"Somewhat agree"	"Strongly disagree"	"Somewhat agree"	"Yes"	"No"	"3"	"4"	"4"	"5- Very like me"	"3"	"3"	"4"	"5- Very like me"	"4"	"5- Very like me"	"3"	"4"	"4"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"Community service"	"Support"	2	2	1	1	"Republican"	"Democrat"	"vandalism"
"Female"	"White/Caucasian"	"Less than 30,000"	"2-year College Degree"	"Republican"	"NA"	"Strong Republican"	"NA"	"52"	"NA"	"NA"	"NA"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	0	100	"Strongly agree"	"Strongly disagree"	"Neither agree nor disagree"	"No"	"No"	"1 - Not at all"	"1- Very unlike me"	"3"	"5- Very like me"	"1- Very unlike me"	"2"	"5- Very like me"	"3"	"5- Very like me"	"2"	"2"	"3"	"3"	"NA"	"NA"	"NA"	"NA"	"Oregon"	"Strongly support"	"Unjustified"	"Yes"	"NA"	"NA"	"NA"	1	1	2	1	"Democrat"	"Republican"	"NA"
"Male"	"White/Caucasian"	"50,000 – 59,999"	"High School / GED"	"Democrat"	"NA"	"NA"	"Strong Democrat"	"40"	"NA"	"NA"	"NA"	"FALSE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	100	50	"Neither agree nor disagree"	"Neither agree nor disagree"	"Neither agree nor disagree"	"No"	"No"	"1 - Not at all"	"1- Very unlike me"	"5- Very like me"	"5- Very like me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"2"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"NA"	"NA"	"NA"	"NA"	"Oregon"	"Strongly oppose"	"Unjustified"	"Yes"	"NA"	"NA"	"NA"	1	1	2	1	"Republican"	"Democrat"	"NA"
"Female"	"White/Caucasian"	"100,000 or more"	"Some College"	"Democrat"	"NA"	"NA"	"Strong Democrat"	"64"	"No"	"No"	"Yes"	"FALSE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	100	0	"Strongly agree"	"Strongly agree"	"Strongly agree"	"No"	"No"	"1 - Not at all"	"2"	"3"	"3"	"3"	"2"	"3"	"3"	"2"	"2"	"1- Very unlike me"	"2"	"1- Very unlike me"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"11 - 15 years in prison"	"Strongly oppose"	2	1	2	1	"Republican"	"Democrat"	"arson"
"Male"	"White/Caucasian"	"Less than 30,000"	"Some College"	"Democrat"	"NA"	"NA"	"Strong Democrat"	"28"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"			"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	1	1	1	2	"NA"	"NA"	"NA"
"Female"	"White/Caucasian"	"30,000 – 39,999"	"High School / GED"	"Other"	"Neither"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"			"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	2	2	1	2	"NA"	"NA"	"NA"
"Female"	"White/Caucasian"	"90,000 – 99,999"	"4-year College Degree"	"Independent"	"Democratic Party"	"NA"	"NA"	"23"	"No"	"No"	"Yes"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	55	80	"Strongly disagree"	"Strongly disagree"	"Strongly disagree"	"No"	"No"	"2"	"1- Very unlike me"	"3"	"1- Very unlike me"	"2"	"3"	"2"	"2"	"2"	"3"	"1- Very unlike me"	"3"	"1- Very unlike me"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"Community service"	"Neither support nor oppose"	2	2	2	1	"Republican"	"Democrat"	"vandalism"
"Female"	"White/Caucasian"	"100,000 or more"	"2-year College Degree"	"Democrat"	"NA"	"NA"	"Not a strong Democrat"	"35"	"No"	"No"	"Yes"	"FALSE"	"FALSE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	82	49	"Somewhat disagree"	"Somewhat disagree"	"Somewhat disagree"	"No"	"No"	"1 - Not at all"	"1- Very unlike me"	"3"	"5- Very like me"	"3"	"2"	"3"	"3"	"2"	"1- Very unlike me"	"2"	"3"	"1- Very unlike me"	"NA"	"NA"	"NA"	"NA"	"Oregon"	"Neither support nor oppose"	"Unjustified"	"Yes"	"NA"	"NA"	"NA"	1	2	2	1	"Republican"	"Democrat"	"NA"
"Male"	"African American"	"Less than 30,000"	"High School / GED"	"Democrat"	"NA"	"NA"	"Strong Democrat"	"28"	"Yes"	"No"	"Yes"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	77	71	"Strongly agree"	"Somewhat agree"	"Strongly agree"	"Yes"	"Yes"	"4"	"3"	"2"	"3"	"2"	"3"	"2"	"3"	"2"	"4"	"2"	"3"	"2"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"4 - 6 months in jail"	"Strongly support"	2	2	2	1	"Republican"	"Democrat"	"assault"
"Female"	"White/Caucasian"	"50,000 – 59,999"	"High School / GED"	"Independent"	"Neither"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"			"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	2	2	1	2	"NA"	"NA"	"NA"
"Male"	"White/Caucasian"	"70,000 – 79,999"	"4-year College Degree"	"Republican"	"NA"	"Strong Republican"	"NA"	"39"	"Yes"	"Yes"	"Yes"	"TRUE"	"TRUE"	"FALSE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"FALSE"	"TRUE"	"TRUE"	76	94	"Somewhat agree"	"Somewhat agree"	"Somewhat disagree"	"Yes"	"No"	"4"	"4"	"3"	"1- Very unlike me"	"3"	"3"	"2"	"2"	"1- Very unlike me"	"2"	"2"	"1- Very unlike me"	"5- Very like me"	"Nevada"	"Support"	"Justified"	"Yes"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	1	1	1	1	"Democrat"	"Republican"	"NA"
"Male"	"White/Caucasian"	"40,000 – 49,999"	"4-year College Degree"	"Republican"	"NA"	"Strong Republican"	"NA"	"43"	"Yes"	"Yes"	"Yes"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"FALSE"	"TRUE"	"TRUE"	100	100	"Somewhat disagree"	"Somewhat disagree"	"Somewhat disagree"	"No"	"No"	"1 - Not at all"	"2"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"16 - 20 years in prison"	"Oppose"	2	1	1	1	"Democrat"	"Republican"	"arson"
"Female"	"White/Caucasian"	"Less than 30,000"	"High School / GED"	"Democrat"	"NA"	"NA"	"Strong Democrat"	"31"	"No"	"No"	"Yes"	"TRUE"	"FALSE"	"TRUE"	"TRUE"	"TRUE"	"FALSE"	"TRUE"	"TRUE"	"FALSE"	"FALSE"	97	86	"Strongly agree"	"Somewhat agree"	"Somewhat disagree"	"No"	"No"	"2"	"4"	"2"	"2"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"4"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"16 - 20 years in prison"	"Oppose"	2	2	2	1	"Republican"	"Democrat"	"arson"
"Male"	"African American"	"30,000 – 39,999"	"Some College"	"Democrat"	"NA"	"NA"	"Strong Democrat"	"41"	"NA"	"NA"	"NA"	"TRUE"	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"TRUE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	72	76	"Somewhat agree"	"Neither agree nor disagree"	"Somewhat agree"	"Yes"	"Yes"	"1 - Not at all"	"3"	"4"	"3"	"3"	"3"	"4"	"4"	"3"	"3"	"4"	"4"	"3"	"Florida"	"Neither support nor oppose"	"Justified"	"Yes"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	1	1	1	1	"Republican"	"Democrat"	"NA"
"Female"	"White/Caucasian"	"30,000 – 39,999"	"Some College"	"Democrat"	"NA"	"NA"	"Not a strong Democrat"	"29"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"			"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	2	1	1	2	"NA"	"NA"	"NA"
"Female"	"White/Caucasian"	"90,000 – 99,999"	"Masters Degree"	"Democrat"	"NA"	"NA"	"Strong Democrat"	"31"	"No"	"Yes"	"Yes"	"FALSE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	90	20	"Somewhat agree"	"Strongly disagree"	"Strongly disagree"	"No"	"No"	"1 - Not at all"	"1- Very unlike me"	"5- Very like me"	"4"	"2"	"4"	"4"	"2"	"1- Very unlike me"	"4"	"3"	"3"	"3"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"2 - 5 years in prison"	"Strongly oppose"	2	2	1	1	"Republican"	"Democrat"	"assault with a deadly weapon"
"Male"	"Asian"	"70,000 – 79,999"	"High School / GED"	"Democrat"	"NA"	"NA"	"Not a strong Democrat"	"38"	"No"	"No"	"Yes"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	61	27	"Neither agree nor disagree"	"Neither agree nor disagree"	"Neither agree nor disagree"	"No"	"No"	"1 - Not at all"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"1- Very unlike me"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"Community service"	"Strongly oppose"	2	1	1	1	"Republican"	"Democrat"	"protesting without a permit"
"Male"	"White/Caucasian"	"50,000 – 59,999"	"Masters Degree"	"Democrat"	"NA"	"NA"	"Strong Democrat"	"35"	"NA"	"NA"	"NA"	"FALSE"	"TRUE"	"TRUE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"TRUE"	"TRUE"	100	100	"Strongly agree"	"Neither agree nor disagree"	"Somewhat agree"	"Yes"	"Yes"	"5 - A great deal"	"5- Very like me"	"2"	"5- Very like me"	"5- Very like me"	"5- Very like me"	"2"	"3"	"3"	"5- Very like me"	"3"	"5- Very like me"	"4"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"7 months to 1 year in jail"	"Strongly support"	2	2	1	1	"Republican"	"Democrat"	"arson"
"Female"	"African American"	"50,000 – 59,999"	"Some College"	"Democrat"	"NA"	"NA"	"Strong Democrat"	"20"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"			"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	1	2	2	2	"NA"	"NA"	"NA"
"Female"	"White/Caucasian"	"100,000 or more"	"High School / GED"	"Independent"	"Republican Party"	"NA"	"NA"	"41"	"No"	"No"	"No"	"FALSE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"TRUE"	0	100	"Strongly agree"	"Strongly agree"	"Somewhat agree"	"No"	"No"	"2"	"3"	"3"	"4"	"1- Very unlike me"	"3"	"1- Very unlike me"	"5- Very like me"	"1- Very unlike me"	"1- Very unlike me"	"3"	"5- Very like me"	"3"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"Community service"	"Support"	2	1	2	1	"Democrat"	"Republican"	"vandalism"
"Female"	"White/Caucasian"	"Less than 30,000"	"High School / GED"	"Democrat"	"NA"	"NA"	"Strong Democrat"	"45"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"			"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	2	2	2	2	"NA"	"NA"	"NA"
"Male"	"African American"	"30,000 – 39,999"	"Some College"	"Democrat"	"NA"	"NA"	"Strong Democrat"	"23"	"NA"	"NA"	"NA"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	"TRUE"	72	74	"Strongly agree"	"Somewhat agree"	"Strongly agree"	"Yes"	"Yes"	"2"	"2"	"3"	"2"	"3"	"3"	"3"	"2"	"3"	"1- Very unlike me"	"4"	"4"	"2"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"1 - 3 days in jail"	"NA"	2	1	2	1	"Republican"	"Democrat"	"arson"
